file,folder,label,img_w,img_h,x1,y1,x2,y2,dx,dy,length,length_rel_diag,angle_deg
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_14_52_47_Pro.json,0,minute_hand,1280,720,739.1935483870968,280.96774193548384,736.7741935483872,376.9354838709677,-2.419354838709637,95.96774193548384,95.99823316098694,0.0653669622111679,91.44412553093582
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_14_53_02_Pro.json,0,minute_hand,1280,720,641.6129032258065,314.0322580645161,640.8064516129033,369.67741935483866,-0.8064516129031745,55.64516129032256,55.651004835761654,0.037893792524413945,90.83031548625797
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_14_53_05_Pro.json,0,minute_hand,1280,720,606.9354838709678,320.4838709677419,607.741935483871,363.22580645161287,0.8064516129031745,42.741935483870975,42.74954284096314,0.029108949815188575,88.91907581333938
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_14_53_08_Pro.json,0,minute_hand,1280,720,618.2258064516129,389.0322580645161,618.2258064516129,425.3225806451612,0.0,36.290322580645125,36.290322580645125,0.024710747965350728,90.0
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_14_53_13_Pro.json,0,minute_hand,1280,720,616.6129032258065,275.3225806451612,613.3870967741937,423.7096774193548,-3.2258064516128115,148.3870967741936,148.4221557461593,0.10106337509034553,91.2453642667683
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_14_53_17_Pro.json,0,minute_hand,1280,720,552.9032258064517,339.83870967741933,556.1290322580646,380.96774193548384,3.2258064516129252,41.12903225806451,41.255340523963426,0.02809151998158563,85.51539399045535
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_50_Pro.json,1,hour_hand,1280,720,469.83870967741933,445.4838709677419,464.19354838709677,364.83870967741933,-5.645161290322562,-80.64516129032256,80.84250049037261,0.05504714514639699,265.9958270592906
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_50_Pro.json,1,minute_hand,1280,720,469.83870967741933,443.87096774193543,518.2258064516129,338.22580645161287,48.387096774193594,-105.64516129032256,116.19901565113814,0.07912204646834736,294.6085028045145
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_56_Pro.json,1,hour_hand,1280,720,530.3225806451613,355.1612903225806,526.2903225806452,269.67741935483866,-4.0322580645161,-85.48387096774195,85.57891855316011,0.058272259300397325,267.2993706626047
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_56_Pro.json,1,minute_hand,1280,720,529.5161290322582,357.5806451612903,584.3548387096774,243.06451612903226,54.838709677419274,-114.51612903225805,126.96939744527833,0.08645579748183503,295.5885131413164
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_57_Pro.json,1,hour_hand,1280,720,689.1935483870968,297.9032258064516,686.7741935483872,247.09677419354838,-2.419354838709637,-50.8064516129032,50.864022681359586,0.03463424835064159,267.2736890060938
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_57_Pro.json,1,minute_hand,1280,720,687.5806451612904,295.4838709677419,723.8709677419355,227.74193548387095,36.290322580645125,-67.74193548387095,76.85022664968669,0.05232873247683127,298.17859010995915
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_59_Pro.json,1,hour_hand,1280,720,619.8387096774194,266.4516129032258,617.4193548387098,234.19354838709677,-2.419354838709637,-32.258064516129025,32.34866309698641,0.02202679954220079,265.71084667118106
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_59_Pro.json,1,minute_hand,1280,720,620.6451612903227,265.64516129032256,639.1935483870968,222.9032258064516,18.54838709677415,-42.741935483870975,46.593086534368666,0.03172608939256482,293.4590240814615
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_03_Pro.json,1,hour_hand,1280,720,1134.3548387096773,381.7741935483871,1133.5483870967741,332.5806451612903,-0.8064516129031745,-49.19354838709677,49.20015820216013,0.03350129243098478,269.0608090542645
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_03_Pro.json,1,minute_hand,1280,720,1135.1612903225805,381.7741935483871,1172.258064516129,315.64516129032256,37.09677419354853,-66.12903225806451,75.82360821640754,0.05162968910776311,299.29136217098437
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_05_Pro.json,1,hour_hand,1280,720,388.38709677419354,372.09677419354836,385.9677419354839,334.1935483870967,-2.419354838709637,-37.903225806451644,37.98036077198911,0.025861526046898883,266.34777721969374
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_05_Pro.json,1,minute_hand,1280,720,388.38709677419354,374.51612903225805,415.80645161290323,321.2903225806451,27.419354838709694,-53.225806451612925,59.87326191377611,0.04076880500929549,297.2553283749431
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_06_Pro.json,10,hour_hand,1280,720,582.741935483871,301.12903225806446,616.6129032258065,232.5806451612903,33.87096774193549,-68.54838709677415,76.45994918481458,0.05206298537443008,296.2947900705839
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_06_Pro.json,10,minute_hand,1280,720,582.741935483871,302.7419354838709,490.80645161290323,242.25806451612902,-91.93548387096774,-60.48387096774189,110.04740724720152,0.07493330318800287,213.34070734647696
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_11_Pro.json,10,minute_hand,1280,720,985.9677419354839,286.6129032258064,924.6774193548388,245.48387096774192,-61.290322580645125,-41.129032258064484,73.81125209969308,0.05025943882392618,213.86369056881824
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_11_Pro.json,10,hour_hand,1280,720,989.1935483870968,288.22580645161287,1018.2258064516129,244.6774193548387,29.0322580645161,-43.54838709677418,52.33864754705788,0.035638347537655816,303.69006752597977
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_12_Pro.json,10,hour_hand,1280,720,135.16129032258067,387.41935483870964,154.51612903225808,349.51612903225805,19.35483870967741,-37.90322580645159,42.558950974060494,0.028979172308339168,297.05059700708614
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_12_Pro.json,10,minute_hand,1280,720,135.16129032258067,388.22580645161287,77.0967741935484,347.9032258064516,-58.06451612903227,-40.32258064516128,70.69228064777784,0.048135673809489334,214.77783136636387
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_14_Pro.json,10,minute_hand,1280,720,510.16129032258067,253.54838709677418,467.4193548387097,229.3548387096774,-42.741935483870975,-24.19354838709677,49.114161221242306,0.03344273550533279,209.5114985570903
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_14_Pro.json,10,hour_hand,1280,720,508.5483870967742,252.74193548387095,522.2580645161291,224.51612903225805,13.709677419354932,-28.225806451612897,31.379155577973776,0.02136664404483382,295.90650799951453
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_16_Pro.json,10,hour_hand,1280,720,826.2903225806452,338.22580645161287,839.1935483870968,312.41935483870964,12.903225806451587,-25.80645161290323,28.852490032255343,0.019646191013471603,296.5650511770779
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_16_Pro.json,10,minute_hand,1280,720,826.2903225806452,338.22580645161287,788.3870967741937,312.41935483870964,-37.90322580645159,-25.80645161290323,45.854416051062884,0.03122311507752944,214.24903300681197
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_18_Pro.json,10,minute_hand,1280,720,301.2903225806452,357.5806451612903,265.80645161290323,341.4516129032258,-35.48387096774195,-16.129032258064512,38.9775676567567,0.026540542551754826,204.4439547804165
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_18_Pro.json,10,hour_hand,1280,720,299.6774193548387,357.5806451612903,311.7741935483871,334.1935483870967,12.096774193548356,-23.387096774193594,26.33036728599117,0.01792883125779251,297.34987578006974
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_20_Pro.json,10,hour_hand,1280,720,520.6451612903227,289.0322580645161,527.0967741935484,271.2903225806451,6.451612903225737,-17.741935483870975,18.87854824309615,0.012854750644615815,289.9831065218998
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_20_Pro.json,10,minute_hand,1280,720,520.6451612903227,289.83870967741933,493.2258064516129,276.9354838709677,-27.41935483870975,-12.903225806451644,30.303700367832235,0.020634346816370924,205.20112364547504
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_53_Pro.json,100,hour_hand,1280,720,699.6774193548388,446.2903225806451,597.2580645161291,480.1612903225806,-102.41935483870964,33.87096774193549,107.87477323894011,0.07345391674056108,161.70050194013956
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_53_Pro.json,100,minute_hand,1280,720,698.8709677419355,443.87096774193543,840.8064516129033,548.7096774193549,141.9354838709678,104.83870967741944,176.45633065580844,0.12015236028934634,36.45092317958132
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_54_Pro.json,100,minute_hand,1280,720,825.483870967742,325.3225806451612,875.483870967742,360.8064516129032,50.0,35.48387096774195,61.31154131854263,0.041748155903627175,35.36246188706907
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_54_Pro.json,100,hour_hand,1280,720,825.483870967742,325.3225806451612,788.3870967741937,339.83870967741933,-37.0967741935483,14.516129032258107,39.83577108138209,0.027124909044551705,158.62937773065673
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_55_Pro.json,100,hour_hand,1280,720,237.58064516129036,313.22580645161287,208.54838709677423,322.09677419354836,-29.032258064516128,8.870967741935488,30.35730681406244,0.020670848431344695,163.00917670801383
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_55_Pro.json,100,minute_hand,1280,720,236.77419354838713,312.41935483870964,276.2903225806452,340.64516129032256,39.51612903225805,28.225806451612925,48.561513604272896,0.03306642758064473,35.53767779197442
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_17_Pro.json,101,hour_hand,1280,720,619.8387096774194,323.7096774193548,531.1290322580646,353.54838709677415,-88.70967741935476,29.83870967741933,93.59356528661198,0.06372957963756282,161.4089322732197
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_17_Pro.json,101,minute_hand,1280,720,620.6451612903227,322.9032258064516,687.5806451612904,439.83870967741933,66.93548387096769,116.93548387096774,134.73776897803353,0.09174542450624454,60.212582868620515
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_18_Pro.json,101,minute_hand,1280,720,852.0967741935484,414.83870967741933,883.5483870967743,469.67741935483866,31.45161290322585,54.83870967741933,63.21778257182584,0.0430461506256735,60.1644608997384
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_18_Pro.json,101,hour_hand,1280,720,852.0967741935484,414.83870967741933,813.3870967741937,427.7419354838709,-38.70967741935476,12.903225806451587,40.80358271184998,0.02778390978022392,161.565051177078
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_20_Pro.json,101,hour_hand,1280,720,205.3225806451613,400.3225806451612,171.45161290322582,406.7741935483871,-33.87096774193549,6.4516129032258505,34.47993278456767,0.02347802026306869,169.21570213243734
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_20_Pro.json,101,minute_hand,1280,720,204.5161290322581,400.3225806451612,229.5161290322581,444.67741935483866,25.0,44.35483870967744,50.915142315047106,0.0346690566492266,60.59281093926636
D:\nguye\Downloads\Watch_face\Camera Roll\102\WIN_20251108_16_33_59_Pro.json,102,hour_hand,1280,720,644.8387096774194,402.7419354838709,535.1612903225807,430.1612903225806,-109.67741935483866,27.419354838709694,113.05289618629065,0.07697979587269702,165.96375653207352
D:\nguye\Downloads\Watch_face\Camera Roll\102\WIN_20251108_16_33_59_Pro.json,102,minute_hand,1280,720,645.6451612903227,403.54838709677415,644.8387096774194,565.6451612903226,-0.8064516129032882,162.0967741935484,162.09878027967446,0.11037604022616528,90.28505127758386
D:\nguye\Downloads\Watch_face\Camera Roll\102\WIN_20251108_16_34_00_Pro.json,102,minute_hand,1280,720,869.0322580645162,418.0645161290322,867.4193548387098,475.3225806451612,-1.6129032258064626,57.258064516129025,57.28077695832181,0.0390035343315319,91.6135389328812
D:\nguye\Downloads\Watch_face\Camera Roll\102\WIN_20251108_16_34_00_Pro.json,102,hour_hand,1280,720,869.0322580645162,417.25806451612897,831.1290322580646,429.3548387096774,-37.90322580645159,12.096774193548413,39.78676252756131,0.027091538219067294,162.29957221133276
D:\nguye\Downloads\Watch_face\Camera Roll\102\WIN_20251108_16_34_02_Pro.json,102,hour_hand,1280,720,217.4193548387097,356.7741935483871,185.9677419354839,364.83870967741933,-31.451612903225794,8.064516129032256,32.4690679664474,0.0221087854318671,165.6186054089094
D:\nguye\Downloads\Watch_face\Camera Roll\102\WIN_20251108_16_34_02_Pro.json,102,minute_hand,1280,720,217.4193548387097,355.96774193548384,219.03225806451616,399.51612903225805,1.6129032258064626,43.548387096774206,43.57824543905258,0.02967322865272476,87.87890360333853
D:\nguye\Downloads\Watch_face\Camera Roll\103\WIN_20251108_16_34_27_Pro.json,103,hour_hand,1280,720,503.7096774193548,426.9354838709677,423.8709677419355,446.2903225806451,-79.83870967741933,19.354838709677438,82.15125893394988,0.055938302836574444,166.37300514010846
D:\nguye\Downloads\Watch_face\Camera Roll\103\WIN_20251108_16_34_27_Pro.json,103,minute_hand,1280,720,503.7096774193548,426.12903225806446,446.4516129032258,535.8064516129033,-57.258064516129025,109.67741935483883,123.72397612617519,0.0842459304276219,117.56720750091561
D:\nguye\Downloads\Watch_face\Camera Roll\103\WIN_20251108_16_34_28_Pro.json,103,minute_hand,1280,720,737.5806451612904,405.96774193548384,710.9677419354839,448.7096774193548,-26.612903225806463,42.741935483870975,50.34997186705797,0.03428422169862265,121.90810693565318
D:\nguye\Downloads\Watch_face\Camera Roll\103\WIN_20251108_16_34_28_Pro.json,103,hour_hand,1280,720,737.5806451612904,405.1612903225806,706.1290322580646,413.22580645161287,-31.451612903225737,8.064516129032256,32.46906796644734,0.02210878543186706,165.61860540890936
D:\nguye\Downloads\Watch_face\Camera Roll\103\WIN_20251108_16_34_30_Pro.json,103,hour_hand,1280,720,135.9677419354839,574.516129032258,102.90322580645163,576.9354838709678,-33.06451612903227,2.4193548387097508,33.15291095337819,0.02257442669643199,175.81508387488145
D:\nguye\Downloads\Watch_face\Camera Roll\103\WIN_20251108_16_34_30_Pro.json,103,minute_hand,1280,720,136.77419354838713,573.7096774193549,107.74193548387098,613.2258064516129,-29.032258064516157,39.51612903225805,49.03464552761375,0.03338859180737643,126.30449712257527
D:\nguye\Downloads\Watch_face\Camera Roll\104\WIN_20251108_16_35_02_Pro.json,104,hour_hand,1280,720,633.5483870967743,368.0645161290322,556.9354838709678,382.5806451612903,-76.61290322580646,14.516129032258107,77.97598952734074,0.05309528512117987,169.27114070198994
D:\nguye\Downloads\Watch_face\Camera Roll\104\WIN_20251108_16_35_02_Pro.json,104,minute_hand,1280,720,632.741935483871,368.0645161290322,534.3548387096774,430.96774193548384,-98.38709677419354,62.903225806451644,116.77686683805132,0.07951551596726292,147.40741852740072
D:\nguye\Downloads\Watch_face\Camera Roll\104\WIN_20251108_16_35_03_Pro.json,104,minute_hand,1280,720,809.3548387096774,416.4516129032258,766.6129032258065,441.4516129032258,-42.741935483870975,25.0,49.51639171938307,0.033716621647883506,149.67639313745002
D:\nguye\Downloads\Watch_face\Camera Roll\104\WIN_20251108_16_35_03_Pro.json,104,hour_hand,1280,720,811.7741935483872,416.4516129032258,778.7096774193549,421.2903225806451,-33.06451612903231,4.838709677419331,33.41669250822692,0.02275404040764358,171.67434966957322
D:\nguye\Downloads\Watch_face\Camera Roll\104\WIN_20251108_16_35_05_Pro.json,104,hour_hand,1280,720,240.00000000000003,371.2903225806451,213.38709677419357,372.9032258064516,-26.612903225806463,1.6129032258064626,26.661734281962172,0.01815446513865093,176.53177074108285
D:\nguye\Downloads\Watch_face\Camera Roll\104\WIN_20251108_16_35_05_Pro.json,104,minute_hand,1280,720,238.38709677419357,371.2903225806451,204.5161290322581,388.22580645161287,-33.87096774193546,16.935483870967744,37.86889316733512,0.025785625705181472,153.434948822922
D:\nguye\Downloads\Watch_face\Camera Roll\105\WIN_20251108_16_35_25_Pro.json,105,minute_hand,1280,720,619.8387096774194,434.99999999999994,484.35483870967744,442.25806451612897,-135.48387096774195,7.258064516129025,135.6781441239673,0.092385743235085,176.9335144988741
D:\nguye\Downloads\Watch_face\Camera Roll\105\WIN_20251108_16_35_25_Pro.json,105,hour_hand,1280,720,619.8387096774194,434.1935483870967,529.5161290322582,449.51612903225805,-90.32258064516122,15.322580645161338,91.61304520661415,0.06238100709653933,170.37184387151328
D:\nguye\Downloads\Watch_face\Camera Roll\105\WIN_20251108_16_35_27_Pro.json,105,hour_hand,1280,720,863.3870967741937,441.4516129032258,826.2903225806452,447.9032258064516,-37.09677419354841,6.451612903225794,37.65360493525406,0.025639031989155965,170.13419305691565
D:\nguye\Downloads\Watch_face\Camera Roll\105\WIN_20251108_16_35_27_Pro.json,105,minute_hand,1280,720,864.1935483870968,441.4516129032258,806.9354838709678,443.0645161290322,-57.258064516129025,1.6129032258064058,57.28077695832181,0.0390035343315319,178.38646106711886
D:\nguye\Downloads\Watch_face\Camera Roll\105\WIN_20251108_16_35_29_Pro.json,105,minute_hand,1280,720,239.1935483870968,456.7741935483871,199.67741935483875,454.3548387096774,-39.51612903225805,-2.419354838709694,39.59012164075346,0.026957641823332764,183.50353164478446
D:\nguye\Downloads\Watch_face\Camera Roll\106\WIN_20251108_16_35_58_Pro.json,106,hour_hand,1280,720,578.7096774193549,383.38709677419354,515.0000000000001,395.4838709677419,-63.70967741935476,12.096774193548356,64.84793707411161,0.04415615280217797,169.24903300681197
D:\nguye\Downloads\Watch_face\Camera Roll\106\WIN_20251108_16_35_58_Pro.json,106,minute_hand,1280,720,577.9032258064517,381.7741935483871,490.0,346.2903225806451,-87.9032258064517,-35.48387096774195,94.79494820946628,0.06454762336121829,201.98243820311862
D:\nguye\Downloads\Watch_face\Camera Roll\106\WIN_20251108_16_35_59_Pro.json,106,minute_hand,1280,720,831.1290322580646,442.25806451612897,789.1935483870968,422.09677419354836,-41.9354838709678,-20.161290322580612,46.53023140887635,0.03168329018181326,205.67681568183812
D:\nguye\Downloads\Watch_face\Camera Roll\106\WIN_20251108_16_35_59_Pro.json,106,hour_hand,1280,720,833.5483870967743,443.87096774193543,798.0645161290323,448.7096774193548,-35.48387096774195,4.838709677419388,35.812263405120206,0.02438522868200272,172.2348339815746
D:\nguye\Downloads\Watch_face\Camera Roll\106\WIN_20251108_16_36_01_Pro.json,106,hour_hand,1280,720,221.45161290322582,414.83870967741933,193.22580645161293,414.83870967741933,-28.225806451612897,0.0,28.225806451612897,0.019219470639717247,180.0
D:\nguye\Downloads\Watch_face\Camera Roll\106\WIN_20251108_16_36_01_Pro.json,106,minute_hand,1280,720,220.64516129032262,414.83870967741933,181.93548387096777,387.41935483870964,-38.70967741935485,-27.419354838709694,47.43690699952499,0.03230066226377991,215.3112134396332
